CustomerKey,CurrentAge,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,TotalPaid,DateDiffMonthPlusOne,AvgSpendFromFirstAndLast,BikeBuyer
28533,44,M,60000,3,3,Bachelors,Professional,1,5.514,1,5.514,0
28534,50,F,60000,3,3,Bachelors,Professional,2,666.8565,1,666.8565,1
28535,41,F,70000,0,0,Bachelors,Professional,1,2688.5094,1,2688.5094,1
28536,51,F,60000,3,3,Bachelors,Professional,2,15.448,1,15.448,0
28537,88,M,50000,1,0,Bachelors,Professional,1,44.178,1,44.178,0
28538,42,M,10000,0,0,Partial High School,Manual,2,40.0785,1,40.0785,0
28539,41,F,10000,0,0,Partial High School,Manual,2,132.578,1,132.578,0
28540,40,F,30000,0,0,Partial College,Clerical,1,2264.2536,1,2264.2536,1
28541,41,F,30000,0,0,Partial College,Clerical,1,2264.2536,1,2264.2536,1
28542,35,F,30000,0,0,Partial College,Clerical,1,87.273,1,87.273,0
28543,40,M,30000,0,0,Partial College,Clerical,1,119.8485,1,119.8485,0
28544,35,M,30000,0,0,Partial College,Clerical,1,37.548,1,37.548,0
28545,34,M,20000,0,0,Partial High School,Manual,2,146.932,1,146.932,0
28546,34,F,20000,0,0,Partial High School,Manual,2,132.578,1,132.578,0
28547,34,F,20000,0,0,Partial High School,Manual,2,2264.2536,1,2264.2536,1
28548,34,F,20000,0,0,Partial High School,Manual,2,830.2308,1,830.2308,1
28549,40,F,40000,1,1,Bachelors,Skilled Manual,0,2671.9454,1,2671.9454,1
28550,42,M,10000,0,0,Partial High School,Manual,2,136.998,1,136.998,0
28551,42,M,10000,0,0,Partial High School,Manual,2,77.339,1,77.339,0
28552,42,F,20000,0,0,Partial High School,Manual,2,23.7465,1,23.7465,0
28553,42,F,40000,1,1,Bachelors,Skilled Manual,0,3554.6742,20,177.7337,1
28554,36,F,40000,1,1,Bachelors,Skilled Manual,0,1276.8055,1,1276.8055,1
28555,41,F,40000,1,1,Bachelors,Skilled Manual,1,1253.5895,1,1253.5895,1
28556,42,F,40000,1,1,Bachelors,Skilled Manual,1,1276.8055,1,1276.8055,1
28557,41,M,40000,1,1,Bachelors,Skilled Manual,1,2673.0614,1,2673.0614,1
28558,43,F,20000,0,0,Partial High School,Manual,2,76.212,1,76.212,0
28559,37,M,30000,0,0,High School,Manual,1,2264.2536,1,2264.2536,1
28560,37,F,30000,0,0,High School,Manual,1,2288.9187,1,2288.9187,1
28561,43,M,10000,0,0,Partial High School,Manual,2,26.277,1,26.277,0
28562,42,M,40000,1,1,Bachelors,Skilled Manual,1,3557.2047,21,169.3907,1
28563,37,M,40000,1,1,Partial College,Clerical,1,1323.757,1,1323.757,1
28564,37,F,40000,2,2,Partial College,Clerical,0,1297.8005,1,1297.8005,1
28565,43,M,10000,0,0,Partial High School,Manual,2,64.6095,1,64.6095,0
28566,44,M,20000,0,0,Partial High School,Manual,2,64.6095,1,64.6095,0
28567,43,F,20000,0,0,Partial High School,Manual,2,77.339,1,77.339,0
28568,45,F,40000,2,2,Partial College,Clerical,0,1265.7555,1,1265.7555,1
28569,38,M,40000,2,2,Partial College,Clerical,1,3541.0591,21,168.6218,1
28570,43,F,40000,2,2,Partial College,Clerical,2,74.5765,1,74.5765,0
28571,40,F,40000,3,3,Partial College,Clerical,1,32.5755,1,32.5755,0
28572,41,M,40000,3,3,Partial College,Clerical,2,34.5535,1,34.5535,0
28573,41,M,40000,3,3,Partial College,Clerical,2,3953.9884,1,3953.9884,1
28574,41,F,50000,0,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28575,39,F,40000,3,3,Partial College,Clerical,2,77.339,1,77.339,0
28576,49,M,80000,0,0,Graduate Degree,Skilled Manual,0,44.178,1,44.178,0
28577,49,M,80000,0,0,Graduate Degree,Skilled Manual,0,8.0445,1,8.0445,0
28578,37,F,80000,0,0,Graduate Degree,Skilled Manual,0,44.178,1,44.178,0
28579,49,F,80000,0,0,Graduate Degree,Skilled Manual,0,8.0445,1,8.0445,0
28580,43,F,80000,0,0,Graduate Degree,Skilled Manual,0,5296.3977,27,196.1628,1
28581,60,F,20000,2,0,Partial High School,Manual,2,132.578,1,132.578,0
28582,60,F,20000,3,0,Partial High School,Clerical,2,38.664,1,38.664,0
28583,61,M,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28584,61,F,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28585,55,M,30000,1,0,High School,Clerical,1,38.664,1,38.664,0
28586,55,M,40000,1,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28587,61,M,40000,1,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28588,61,F,40000,1,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28589,48,M,20000,3,0,Partial High School,Clerical,2,77.339,1,77.339,0
28590,59,M,20000,3,0,Partial High School,Clerical,2,65.7255,1,65.7255,0
28591,59,F,20000,3,0,Partial High School,Clerical,2,38.664,1,38.664,0
28592,59,F,20000,3,0,Partial High School,Clerical,2,38.664,1,38.664,0
28593,60,F,20000,3,0,Partial High School,Clerical,2,38.664,1,38.664,0
28594,54,F,20000,3,0,Partial High School,Clerical,2,55.239,1,55.239,0
28595,60,M,20000,3,0,Partial High School,Clerical,2,55.239,1,55.239,0
28596,59,F,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28597,60,F,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28598,60,M,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28599,49,F,30000,1,0,High School,Clerical,2,8.7848,1,8.7848,0
28600,49,F,30000,1,0,High School,Clerical,2,132.578,1,132.578,0
28601,59,M,30000,1,0,High School,Clerical,2,8.7848,1,8.7848,0
28602,59,F,20000,3,0,Partial High School,Clerical,2,159.6395,1,159.6395,0
28603,53,M,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28604,59,F,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28605,53,M,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28606,59,M,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28607,58,M,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28608,59,M,20000,3,0,Partial High School,Clerical,2,87.273,1,87.273,0
28609,58,M,30000,2,0,High School,Skilled Manual,2,70.687,1,70.687,0
28610,58,F,30000,2,0,High School,Skilled Manual,2,9.934,1,9.934,0
28611,58,M,30000,2,0,High School,Skilled Manual,2,9.934,1,9.934,0
28612,58,M,30000,2,0,High School,Skilled Manual,2,9.934,1,9.934,0
28613,59,M,30000,2,0,High School,Skilled Manual,2,9.934,1,9.934,0
28614,58,M,20000,2,1,Partial High School,Clerical,2,9.934,1,9.934,0
28615,47,M,20000,2,1,Partial High School,Clerical,2,9.934,1,9.934,0
28616,46,F,30000,2,0,High School,Skilled Manual,2,132.6,1,132.6,0
28617,58,M,30000,2,0,High School,Skilled Manual,2,197.773,1,197.773,0
28618,51,F,30000,2,0,High School,Skilled Manual,2,3953.9884,1,3953.9884,1
28619,57,F,30000,2,0,High School,Skilled Manual,2,3953.9884,1,3953.9884,1
28620,51,M,30000,2,0,High School,Skilled Manual,2,3953.9884,1,3953.9884,1
28621,51,F,40000,1,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28622,45,F,40000,1,0,Partial College,Clerical,1,97.7485,1,97.7485,0
28623,51,M,40000,1,0,Partial College,Clerical,1,30.1445,1,30.1445,0
28624,56,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28625,56,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28626,39,F,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28627,56,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28628,56,F,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28629,55,F,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28630,50,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28631,42,M,50000,0,0,Graduate Degree,Skilled Manual,0,159.6395,1,159.6395,0
28632,41,F,40000,0,0,Graduate Degree,Skilled Manual,0,82.853,1,82.853,0
28633,41,F,40000,1,0,Graduate Degree,Skilled Manual,0,207.718,1,207.718,0
28634,42,M,40000,1,0,Graduate Degree,Skilled Manual,0,140.28,1,140.28,0
28635,36,M,40000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28636,42,F,40000,1,0,Graduate Degree,Skilled Manual,0,87.262,1,87.262,0
28637,42,M,40000,1,0,Graduate Degree,Skilled Manual,0,34.5535,1,34.5535,0
28638,42,F,40000,1,0,Graduate Degree,Skilled Manual,0,41.957,1,41.957,0
28639,41,F,40000,1,0,Graduate Degree,Skilled Manual,0,210.2485,1,210.2485,0
28640,43,M,50000,1,0,Graduate Degree,Skilled Manual,0,77.339,1,77.339,0
28641,38,F,50000,1,0,Graduate Degree,Skilled Manual,0,92.787,1,92.787,0
28642,43,F,50000,1,0,Graduate Degree,Skilled Manual,0,30.1445,1,30.1445,0
28643,38,M,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28644,38,F,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28645,44,M,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28646,43,F,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28647,37,F,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28648,43,M,50000,1,1,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28649,42,M,60000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28650,45,F,40000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28651,45,F,40000,1,1,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28652,45,F,40000,1,1,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28653,44,F,40000,1,1,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28654,44,M,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28655,45,M,60000,1,1,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28656,46,M,60000,2,2,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28657,45,M,60000,2,2,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28658,46,F,60000,2,2,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28659,46,F,60000,1,0,Graduate Degree,Professional,0,2699.9018,1,2699.9018,1
28660,43,M,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28661,38,M,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28662,43,M,70000,3,0,Graduate Degree,Professional,0,5333.9457,27,197.5535,1
28663,46,M,60000,1,0,Graduate Degree,Professional,0,2699.9018,1,2699.9018,1
28664,46,F,70000,2,2,Bachelors,Skilled Manual,1,5296.3977,30,176.5465,1
28665,41,F,70000,2,2,Bachelors,Skilled Manual,1,5362.1232,31,172.9717,1
28666,41,M,70000,2,2,Bachelors,Skilled Manual,1,5328.4317,32,166.5134,1
28667,46,M,70000,2,2,Bachelors,Skilled Manual,1,4829.5242,21,229.9773,1
28668,47,M,40000,0,0,Bachelors,Professional,1,87.273,1,87.273,0
28669,44,M,60000,1,0,Graduate Degree,Professional,0,2410.6266,1,2410.6266,1
28670,39,F,60000,2,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28671,39,F,70000,3,0,Graduate Degree,Professional,0,4774.2852,21,227.3469,1
28672,39,M,70000,4,0,Graduate Degree,Professional,0,4812.9492,21,229.188,1
28673,39,F,70000,4,0,Graduate Degree,Professional,0,4840.0107,22,220.0004,1
28674,44,M,80000,2,0,Graduate Degree,Professional,0,4895.2497,22,222.5113,1
28675,47,M,60000,2,2,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28676,47,M,60000,2,2,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28677,43,M,80000,3,3,Bachelors,Skilled Manual,0,54.112,1,54.112,0
28678,49,M,80000,3,3,Bachelors,Skilled Manual,1,4793.004,22,217.8638,1
28679,49,M,60000,0,0,Graduate Degree,Professional,0,30.1445,1,30.1445,0
28680,48,F,60000,0,0,Graduate Degree,Professional,0,34.5535,1,34.5535,0
28681,49,F,60000,0,0,Graduate Degree,Professional,0,27.614,1,27.614,0
28682,37,F,60000,0,0,Graduate Degree,Professional,0,70.687,1,70.687,0
28683,39,F,10000,1,1,High School,Manual,1,2264.2536,1,2264.2536,1
28684,44,F,10000,2,2,High School,Manual,0,858.9608,1,858.9608,1
28685,39,M,10000,2,2,High School,Manual,0,2264.2536,1,2264.2536,1
28686,45,F,10000,2,2,High School,Manual,0,884.3428,1,884.3428,1
28687,39,M,10000,2,2,High School,Manual,0,32.034,1,32.034,0
28688,44,F,30000,0,0,Bachelors,Clerical,0,995.9918,1,995.9918,1
28689,46,M,10000,2,2,High School,Manual,0,2264.2536,1,2264.2536,1
28690,45,M,30000,0,0,Bachelors,Clerical,0,2264.2536,1,2264.2536,1
28691,44,M,30000,0,0,Bachelors,Clerical,0,858.9608,1,858.9608,1
28692,39,F,30000,0,0,Bachelors,Clerical,0,596.689,1,596.689,1
28693,45,F,30000,0,0,Bachelors,Clerical,0,635.353,1,635.353,1
28694,44,M,30000,0,0,Bachelors,Clerical,0,2644.3314,1,2644.3314,1
28695,44,M,40000,0,0,Graduate Degree,Clerical,0,2673.0614,1,2673.0614,1
28696,44,F,40000,0,0,Graduate Degree,Clerical,0,2682.9954,1,2682.9954,1
28697,45,F,40000,0,0,Graduate Degree,Clerical,0,2709.5044,1,2709.5044,1
28698,46,F,20000,0,0,Partial College,Manual,1,845.6788,1,845.6788,1
28699,34,F,30000,1,0,Bachelors,Clerical,0,858.9608,1,858.9608,1
28700,46,F,40000,0,0,Graduate Degree,Clerical,0,1293.3805,1,1293.3805,1
28701,40,F,40000,0,0,Graduate Degree,Clerical,0,1276.8055,1,1276.8055,1
28702,34,M,60000,0,0,Graduate Degree,Skilled Manual,0,1318.7625,1,1318.7625,1
28703,46,F,60000,0,0,Graduate Degree,Skilled Manual,0,2673.0614,1,2673.0614,1
28704,46,M,60000,0,0,Graduate Degree,Skilled Manual,0,2673.0614,1,2673.0614,1
28705,63,F,10000,3,0,Partial College,Manual,2,858.9608,1,858.9608,1
28706,62,M,10000,3,0,Partial College,Manual,2,854.8613,1,854.8613,1
28707,58,F,10000,3,0,Partial College,Manual,2,2288.9187,1,2288.9187,1
28708,58,M,20000,2,0,Partial College,Manual,1,2288.9187,1,2288.9187,1
28709,63,F,20000,2,0,Partial College,Manual,1,2673.0614,1,2673.0614,1
28710,61,M,10000,2,1,High School,Manual,2,37.548,1,37.548,0
28711,46,F,30000,1,0,Bachelors,Clerical,0,2288.9187,1,2288.9187,1
28712,46,M,30000,1,0,Bachelors,Clerical,0,2644.3314,1,2644.3314,1
28713,41,M,40000,0,0,Graduate Degree,Clerical,0,3541.0591,21,168.6218,1
28714,49,M,90000,2,0,Bachelors,Professional,0,2688.5094,1,2688.5094,1
28715,49,F,60000,2,2,Bachelors,Professional,1,650.801,1,650.801,1
28716,44,M,60000,3,3,Bachelors,Professional,1,32.5755,1,32.5755,0
28717,49,M,60000,3,3,Bachelors,Professional,1,32.5755,1,32.5755,0
28718,50,F,60000,3,3,Bachelors,Professional,1,75.107,1,75.107,0
28719,47,M,70000,0,0,Bachelors,Professional,1,2634.3974,1,2634.3974,1
28720,39,F,70000,0,0,Bachelors,Professional,1,2673.0614,1,2673.0614,1
28721,45,F,60000,3,3,Bachelors,Professional,2,44.178,1,44.178,0
28722,41,F,20000,0,0,Partial High School,Manual,2,132.578,1,132.578,0
28723,41,M,30000,0,0,Partial College,Clerical,1,2673.0614,1,2673.0614,1
28724,40,M,30000,0,0,Partial College,Clerical,1,2264.2536,1,2264.2536,1
28725,40,M,30000,0,0,Partial College,Clerical,1,87.273,1,87.273,0
28726,35,F,20000,0,0,Partial High School,Manual,2,860.3753,1,860.3753,1
28727,34,M,20000,0,0,Partial High School,Manual,2,2288.9187,1,2288.9187,1
28728,35,M,20000,0,0,Partial High School,Manual,2,2264.2536,1,2264.2536,1
28729,34,F,20000,0,0,Partial High School,Manual,2,2709.5044,1,2709.5044,1
28730,35,F,30000,0,0,Partial College,Clerical,1,26.277,1,26.277,0
28731,41,M,30000,0,0,High School,Manual,1,2709.5044,1,2709.5044,1
28732,41,F,40000,1,1,Bachelors,Skilled Manual,0,2673.0614,1,2673.0614,1
28733,40,F,40000,1,1,Bachelors,Skilled Manual,0,2659.7794,1,2659.7794,1
28734,35,F,40000,1,1,Bachelors,Skilled Manual,0,2673.0614,1,2673.0614,1
28735,36,F,30000,0,0,High School,Manual,1,2674.4759,1,2674.4759,1
28736,42,F,30000,0,0,High School,Manual,1,2288.9187,1,2288.9187,1
28737,43,M,10000,0,0,Partial High School,Manual,2,77.339,1,77.339,0
28738,37,F,20000,0,0,Partial High School,Manual,2,66.8195,1,66.8195,0
28739,42,F,30000,0,0,High School,Manual,1,2264.2536,1,2264.2536,1
28740,42,F,40000,1,1,Bachelors,Skilled Manual,0,3527.0602,18,195.9477,1
28741,41,M,40000,1,1,Bachelors,Skilled Manual,1,1292.2535,1,1292.2535,1
28742,42,M,40000,1,1,Bachelors,Skilled Manual,1,2682.9954,1,2682.9954,1
28743,100,F,20000,2,0,Partial High School,Manual,2,87.273,1,87.273,0
28744,42,F,30000,0,0,High School,Manual,1,857.8448,1,857.8448,1
28745,38,M,10000,0,0,Partial High School,Manual,2,30.686,1,30.686,0
28746,43,M,10000,0,0,Partial High School,Manual,2,26.277,1,26.277,0
28747,44,M,10000,0,0,Partial High School,Manual,2,2649.8454,1,2649.8454,1
28748,43,F,10000,0,0,Partial High School,Manual,2,26.277,1,26.277,0
28749,37,M,30000,0,0,High School,Manual,1,2264.2536,1,2264.2536,1
28750,42,M,40000,1,1,Bachelors,Skilled Manual,1,3550.9931,19,186.8943,1
28751,37,M,40000,1,1,Bachelors,Skilled Manual,1,3581.1722,19,188.4827,1
28752,42,M,40000,1,1,Partial College,Clerical,1,1276.8055,1,1276.8055,1
28753,43,F,20000,0,0,Partial High School,Manual,2,26.277,1,26.277,0
28754,38,M,20000,0,0,Partial High School,Manual,2,76.212,1,76.212,0
28755,38,M,30000,0,0,High School,Manual,1,2659.7794,1,2659.7794,1
28756,45,F,40000,2,2,Partial College,Clerical,0,3556.5071,19,187.1845,1
28757,43,M,40000,2,2,Partial College,Clerical,1,2885.6077,8,360.7009,1
28758,43,M,40000,2,2,Partial College,Clerical,1,2876.3906,8,359.5488,1
28759,44,F,40000,2,2,Partial College,Clerical,2,77.317,1,77.317,0
28760,39,M,40000,3,3,Partial College,Clerical,0,32.023,1,32.023,0
28761,39,M,40000,3,3,Partial College,Clerical,0,3953.9884,1,3953.9884,1
28762,40,M,40000,3,3,Partial College,Clerical,2,30.1445,1,30.1445,0
28763,40,F,40000,3,3,Partial College,Clerical,2,3953.9884,1,3953.9884,1
28764,41,M,40000,3,3,Partial College,Clerical,2,30.1445,1,30.1445,0
28765,41,F,50000,0,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28766,34,M,40000,3,3,Partial College,Clerical,2,2699.9018,1,2699.9018,1
28767,39,M,40000,3,3,Partial College,Clerical,2,77.339,1,77.339,0
28768,48,M,80000,0,0,Graduate Degree,Skilled Manual,0,5.514,1,5.514,0
28769,48,F,80000,0,0,Graduate Degree,Skilled Manual,0,4784.2192,22,217.4645,1
28770,49,M,80000,0,0,Graduate Degree,Skilled Manual,0,4812.9492,22,218.7704,1
28771,60,F,20000,3,0,Partial High School,Manual,2,77.339,1,77.339,0
28772,55,M,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28773,55,M,30000,1,0,High School,Clerical,1,141.3848,1,141.3848,0
28774,44,F,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28775,61,F,40000,1,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28776,54,F,20000,3,0,Partial High School,Clerical,2,2.5305,1,2.5305,0
28777,60,F,20000,3,0,Partial High School,Clerical,2,59.659,1,59.659,0
28778,54,M,30000,1,0,High School,Clerical,1,3953.9884,1,3953.9884,1
28779,60,F,30000,1,0,High School,Clerical,1,26.487,1,26.487,0
28780,59,F,20000,3,0,Partial High School,Clerical,2,8.7848,1,8.7848,0
28781,59,M,20000,3,0,Partial High School,Clerical,2,2.5305,1,2.5305,0
28782,59,M,30000,2,0,High School,Skilled Manual,2,59.659,1,59.659,0
28783,57,F,20000,2,1,Partial High School,Clerical,2,38.664,1,38.664,0
28784,46,F,20000,2,1,Partial High School,Clerical,2,48.598,1,48.598,0
28785,57,M,20000,2,1,Partial High School,Clerical,2,38.664,1,38.664,0
28786,52,M,20000,2,1,Partial High School,Clerical,2,141.3848,1,141.3848,0
28787,58,F,20000,2,1,Partial High School,Clerical,2,15.448,1,15.448,0
28788,57,F,30000,2,0,High School,Skilled Manual,2,9.934,1,9.934,0
28789,58,M,30000,2,0,High School,Skilled Manual,2,8.7848,1,8.7848,0
28790,56,M,30000,2,0,High School,Skilled Manual,2,3953.9884,1,3953.9884,1
28791,56,M,40000,1,0,Partial College,Clerical,1,34.5535,1,34.5535,0
28792,57,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28793,57,M,40000,2,0,Partial College,Clerical,1,27.614,1,27.614,0
28794,55,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28795,50,M,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28796,55,M,40000,2,0,Partial College,Clerical,1,70.687,1,70.687,0
28797,55,F,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28798,50,M,40000,2,0,Partial College,Clerical,1,2699.9018,1,2699.9018,1
28799,56,F,40000,2,0,Partial College,Clerical,1,3953.9884,1,3953.9884,1
28800,56,M,40000,2,0,Partial College,Clerical,1,27.614,1,27.614,0
28801,42,F,60000,0,0,Graduate Degree,Skilled Manual,0,30.1445,1,30.1445,0
28802,37,F,60000,0,0,Graduate Degree,Skilled Manual,0,2699.9018,1,2699.9018,1
28803,43,F,60000,0,0,Graduate Degree,Skilled Manual,0,30.1445,1,30.1445,0
28804,42,M,60000,0,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28805,42,F,60000,0,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28806,41,M,40000,0,0,Graduate Degree,Skilled Manual,0,70.687,1,70.687,0
28807,41,F,40000,0,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28808,41,F,40000,0,0,Graduate Degree,Skilled Manual,0,27.614,1,27.614,0
28809,36,M,40000,1,0,Graduate Degree,Skilled Manual,0,27.614,1,27.614,0
28810,42,F,40000,1,0,Graduate Degree,Skilled Manual,0,87.273,1,87.273,0
28811,42,M,40000,1,0,Graduate Degree,Skilled Manual,0,70.687,1,70.687,0
28812,42,F,40000,1,0,Graduate Degree,Skilled Manual,0,27.614,1,27.614,0
28813,43,M,40000,4,4,High School,Skilled Manual,3,41.957,1,41.957,0
28814,44,F,50000,1,0,Graduate Degree,Skilled Manual,0,34.5535,1,34.5535,0
28815,38,F,50000,1,0,Graduate Degree,Skilled Manual,0,34.5535,1,34.5535,0
28816,43,F,50000,1,0,Graduate Degree,Skilled Manual,0,30.1445,1,30.1445,0
28817,43,M,50000,1,0,Graduate Degree,Skilled Manual,0,77.339,1,77.339,0
28818,43,M,60000,1,1,Graduate Degree,Skilled Manual,0,2410.6266,1,2410.6266,1
28819,42,F,60000,1,1,Graduate Degree,Skilled Manual,0,2410.6266,1,2410.6266,1
28820,42,F,60000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28821,42,M,60000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28822,42,F,60000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28823,42,M,60000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28824,42,M,60000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28825,42,M,60000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28826,42,M,60000,1,0,Graduate Degree,Skilled Manual,0,3953.9884,1,3953.9884,1
28827,37,M,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28828,42,F,70000,2,0,Graduate Degree,Professional,0,4784.2192,22,217.4645,1
28829,45,M,40000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28830,45,M,40000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28831,45,F,40000,1,1,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28832,45,M,40000,1,1,Bachelors,Skilled Manual,0,2410.6266,1,2410.6266,1
28833,45,F,60000,1,1,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28834,46,F,60000,2,2,Bachelors,Skilled Manual,0,2699.9018,1,2699.9018,1
28835,46,M,60000,2,2,Bachelors,Skilled Manual,0,3953.9884,1,3953.9884,1
28836,43,F,60000,1,0,Graduate Degree,Professional,0,2699.9018,1,2699.9018,1
28837,43,F,60000,1,0,Graduate Degree,Professional,0,2410.6266,1,2410.6266,1
28838,43,F,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28839,38,M,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28840,43,F,70000,2,0,Graduate Degree,Professional,0,4861.0057,22,220.9548,1
28841,43,M,70000,2,0,Graduate Degree,Professional,0,4789.7332,22,217.7151,1
28842,44,F,70000,3,0,Graduate Degree,Professional,0,4854.9062,22,220.6775,1
28843,46,F,60000,1,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28844,41,F,70000,2,2,Bachelors,Skilled Manual,0,4793.004,22,217.8638,1
28845,46,F,70000,2,2,Bachelors,Skilled Manual,0,4774.2852,23,207.5776,1
28846,46,F,70000,2,2,Bachelors,Skilled Manual,1,4774.2852,22,217.0129,1
28847,47,F,70000,2,2,Bachelors,Skilled Manual,1,4812.9492,23,209.2586,1
28848,42,M,40000,0,0,Bachelors,Professional,1,2410.6266,1,2410.6266,1
28849,42,M,40000,0,0,Bachelors,Professional,1,3953.9884,1,3953.9884,1
28850,39,M,60000,1,0,Graduate Degree,Professional,0,2699.9018,1,2699.9018,1
28851,45,M,60000,2,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28852,44,F,60000,2,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28853,44,M,60000,2,0,Graduate Degree,Professional,0,3953.9884,1,3953.9884,1
28854,39,F,70000,3,0,Graduate Degree,Professional,0,4812.9492,24,200.5395,1
28855,47,F,40000,0,0,Bachelors,Professional,1,114.3235,1,114.3235,0
28856,48,M,60000,2,2,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28857,48,M,60000,2,2,Bachelors,Skilled Manual,1,3953.9884,1,3953.9884,1
28858,43,M,80000,3,3,Bachelors,Skilled Manual,0,14.2988,1,14.2988,0
28859,48,M,80000,3,3,Bachelors,Skilled Manual,1,4812.9492,24,200.5395,1
28860,43,M,60000,0,0,Graduate Degree,Professional,0,32.023,1,32.023,0
28861,38,F,40000,0,0,High School,Skilled Manual,2,32.023,1,32.023,0
